SISTEMA,ZONA DE CARGA,CLAVE
SIN,SAN MARTIN,02MOA-115
SIN,SAN MARTIN,02PEI-115
SIN,SAN MARTIN,02SMG-115
SIN,SAN MARTIN,02TKN-115
SIN,SAN MARTIN,02TTM-115
SIN,TAPACHULA,02ARR-115
SIN,TAPACHULA,02AYA-115
SIN,TAPACHULA,02BDD-115
SIN,TAPACHULA,02BDZ-115
SIN,TAPACHULA,02CCL-69
SIN,TAPACHULA,02CFV-115
SIN,TAPACHULA,02CGO-115
SIN,TAPACHULA,02HUX-115
SIN,TAPACHULA,02MAP-115
SIN,TAPACHULA,02MAZ-115
SIN,TAPACHULA,02MTO-115
SIN,TAPACHULA,02PJJ-115
SIN,TAPACHULA,02PTM-115
SIN,TAPACHULA,02PUC-115
SIN,TAPACHULA,02SWA-115
SIN,TAPACHULA,02TAE-115
SIN,TAPACHULA,02TCH-115
SIN,TAPACHULA,02TNA-115
SIN,TAPACHULA,02TOE-115
SIN,TECAMACHALCO,02ACZ-115
SIN,TECAMACHALCO,02ERZ-115
SIN,TECAMACHALCO,02LIB-115
SIN,TECAMACHALCO,02PLB-115
SIN,TECAMACHALCO,02TLD-115
SIN,TECAMACHALCO,02TML-115
SIN,TECAMACHALCO,02TOC-230
SIN,TECAMACHALCO,02TPE-115
SIN,TECAMACHALCO,02TPI-115
SIN,TECAMACHALCO,02ZTP-115
SIN,TEHUACAN,02CPA-115
SIN,TEHUACAN,02PEC-115
SIN,TEHUACAN,02THN-115
SIN,TEHUACAN,02TTP-115
SIN,TEHUACAN,02ZIP-115
SIN,TEHUANTEPEC,02ASI-115
SIN,TEHUANTEPEC,02CCA-115
SIN,TEHUANTEPEC,02IPO-115
SIN,TEHUANTEPEC,02IPO-230
SIN,TEHUANTEPEC,02IXP-115
SIN,TEHUANTEPEC,02JUC-115
SIN,TEHUANTEPEC,02JUD-115
SIN,TEHUANTEPEC,02JUD-230
SIN,TEHUANTEPEC,02LVD-230
SIN,TEHUANTEPEC,02MRO-115
SIN,TEHUANTEPEC,02RSC-115
SIN,TEHUANTEPEC,02SAC-115
SIN,TEHUANTEPEC,02SRB-115
SIN,TEHUANTEPEC,02STD-115
SIN,TEHUANTEPEC,02THT-115
SIN,TEHUANTEPEC,02TNL-115
SIN,TEHUANTEPEC,02TNP-115
SIN,TEHUANTEPEC,02TST-115
SIN,TEHUANTEPEC,02VMN-230
SIN,TEHUANTEPEC,02ZNT-115
SIN,TEZIUTLAN,02AXO-115
SIN,TEZIUTLAN,02CYB-230
SIN,TEZIUTLAN,02ECT-115
SIN,TEZIUTLAN,02HMS-115
SIN,TEZIUTLAN,02HMT-115
SIN,TEZIUTLAN,02HYN-115
SIN,TEZIUTLAN,02LGP-115
SIN,TEZIUTLAN,02MAU-115
SIN,TEZIUTLAN,02MDD-115
SIN,TEZIUTLAN,02MGS-115
SIN,TEZIUTLAN,02MIS-69
SIN,TEZIUTLAN,02MSD-115
SIN,TEZIUTLAN,02MTT-115
SIN,TEZIUTLAN,02MZT-230
SIN,TEZIUTLAN,02PEE-115
SIN,TEZIUTLAN,02RFD-115
SIN,TEZIUTLAN,02SNS-115
SIN,TEZIUTLAN,02TLY-115
SIN,TEZIUTLAN,02TTG-115
SIN,TEZIUTLAN,02TZD-115
SIN,TEZIUTLAN,02TZT-115
SIN,TEZIUTLAN,02VDA-115
SIN,TEZIUTLAN,02VGS-115
SIN,TEZIUTLAN,02ZXP-115
SIN,TLAXCALA,02ANC-115
SIN,TLAXCALA,02API-115
SIN,TLAXCALA,02ATX-230
SIN,TLAXCALA,02ATZ-115
SIN,TLAXCALA,02AZM-230
SIN,TLAXCALA,02AZY-115
SIN,TLAXCALA,02CBM-115
SIN,TLAXCALA,02CHH-115
SIN,TLAXCALA,02CNU-115
SIN,TLAXCALA,02CPL-115
SIN,TLAXCALA,02CTM-115
SIN,TLAXCALA,02FJM-115
SIN,TLAXCALA,02GRE-115
SIN,TLAXCALA,02HUA-115
SIN,TLAXCALA,02IGP-115
SIN,TLAXCALA,02KIA-115
SIN,TLAXCALA,02KIC-115
SIN,TLAXCALA,02MDB-230
SIN,TLAXCALA,02MLC-230
SIN,TLAXCALA,02NXM-230
SIN,TLAXCALA,02OWC-115
SIN,TLAXCALA,02PGC-115
SIN,TLAXCALA,02PLS-115
SIN,TLAXCALA,02PNA-115
SIN,TLAXCALA,02POR-115
SIN,TLAXCALA,02PPL-115
SIN,TLAXCALA,02SIA-115
SIN,TLAXCALA,02STN-115
SIN,TLAXCALA,02TLM-115
SIN,TLAXCALA,02XIT-115
SIN,TUXTLA,02ANG-115
SIN,TUXTLA,02ANG-400
SIN,TUXTLA,02BCH-115
SIN,TUXTLA,02CIT-115
SIN,TUXTLA,02GIA-115
SIN,TUXTLA,02IPD-115
SIN,TUXTLA,02JUY-115
SIN,TUXTLA,02LGZ-115
SIN,TUXTLA,02LMX-115
SIN,TUXTLA,02MAA-115
SIN,TUXTLA,02MMT-115
SIN,TUXTLA,02MMT-400
SIN,TUXTLA,02MPE-115
SIN,TUXTLA,02OCZ-115
SIN,TUXTLA,02RDB-115
SIN,TUXTLA,02SMJ-115
SIN,TUXTLA,02SOY-115
SIN,TUXTLA,02TGD-115
SIN,TUXTLA,02TGU-115
SIN,TUXTLA,02TXN-115
SIN,TUXTLA,02TXS-115
SIN,TUXTLA,02VFD-115
SIN,VERACRUZ,02ABL-115
SIN,VERACRUZ,02AMN-115
SIN,VERACRUZ,02ARU-115
SIN,VERACRUZ,02AVD-115
SIN,VERACRUZ,02BDR-115
SIN,VERACRUZ,02BJU-115
SIN,VERACRUZ,02BPP-115
SIN,VERACRUZ,02BRS-115
SIN,VERACRUZ,02CAC-115
SIN,VERACRUZ,02CAE-115
SIN,VERACRUZ,02CSL-115
SIN,VERACRUZ,02CVT-115
SIN,VERACRUZ,02DBC-115
SIN,VERACRUZ,02EDO-115
SIN,VERACRUZ,02FRY-115
SIN,VERACRUZ,02GBA-115
SIN,VERACRUZ,02GLM-115
SIN,VERACRUZ,02GRA-115
SIN,VERACRUZ,02GRT-115
SIN,VERACRUZ,02IFN-115
SIN,VERACRUZ,02ISL-115
SIN,VERACRUZ,02JBL-115
SIN,VERACRUZ,02JDD-230
SIN,VERACRUZ,02JIC-115
SIN,VERACRUZ,02LAV-400
SIN,VERACRUZ,02LBD-115
SIN,VERACRUZ,02MCB-115
SIN,VERACRUZ,02MDG-115
SIN,VERACRUZ,02MPH-115
SIN,VERACRUZ,02PAG-115
SIN,VERACRUZ,02PDT-115
SIN,VERACRUZ,02PLI-115
SIN,VERACRUZ,02PNS-115
SIN,VERACRUZ,02PTU-230
SIN,VERACRUZ,02PVC-115
SIN,VERACRUZ,02PYN-115
SIN,VERACRUZ,02RDC-115
SIN,VERACRUZ,02RME-115
SIN,VERACRUZ,02SCF-115
SIN,VERACRUZ,02SNF-115
SIN,VERACRUZ,02SNL-115
SIN,VERACRUZ,02SOD-115
SIN,VERACRUZ,02TBL-115
SIN,VERACRUZ,02TDD-115
SIN,VERACRUZ,02TJR-115
SIN,VERACRUZ,02TMU-115
SIN,VERACRUZ,02TMU-230
SIN,VERACRUZ,02TNJ-115
SIN,VERACRUZ,02TPS-115
SIN,VERACRUZ,02TSD-230
SIN,VERACRUZ,02TTA-115
SIN,VERACRUZ,02TVS-115
SIN,VERACRUZ,02TXD-115
SIN,VERACRUZ,02VAN-115
SIN,VERACRUZ,02VRU-115
SIN,VERACRUZ,02VTB-115
SIN,VILLAHERMOSA,02CAX-115
SIN,VILLAHERMOSA,02CIH-115
SIN,VILLAHERMOSA,02CNX-115
SIN,VILLAHERMOSA,02CSX-115
SIN,VILLAHERMOSA,02FRT-115
SIN,VILLAHERMOSA,02LCH-115
SIN,VILLAHERMOSA,02LHA-115
SIN,VILLAHERMOSA,02MCL-115
SIN,VILLAHERMOSA,02NPX-115
SIN,VILLAHERMOSA,02PCO-115
SIN,VILLAHERMOSA,02PLL-115
SIN,VILLAHERMOSA,02PMC-115
SIN,VILLAHERMOSA,02RFA-115
SIN,VILLAHERMOSA,02SMI-115
SIN,VILLAHERMOSA,02SYA-115
SIN,VILLAHERMOSA,02TAT-115
SIN,VILLAHERMOSA,02TBQ-115
SIN,VILLAHERMOSA,02TCT-115
SIN,VILLAHERMOSA,02TPJ-115
SIN,VILLAHERMOSA,02TTB-115
SIN,VILLAHERMOSA,02VHC-115
SIN,VILLAHERMOSA,02VID-115
SIN,VILLAHERMOSA,02VIP-115
SIN,VILLAHERMOSA,02VIU-115
SIN,XALAPA,02ACJ-115
SIN,XALAPA,02AOC-115
SIN,XALAPA,02CEO-115
SIN,XALAPA,02CMT-115
SIN,XALAPA,02COP-115
SIN,XALAPA,02ELC-115
SIN,XALAPA,02JLD-115
SIN,XALAPA,02RNA-115
SIN,XALAPA,02TRN-115
SIN,ZIHUATANEJO,02CYC-115
SIN,ZIHUATANEJO,02JRN-115
SIN,ZIHUATANEJO,02PPN-115
SIN,ZIHUATANEJO,02PTT-115
SIN,ZIHUATANEJO,02PUI-115
SIN,ZIHUATANEJO,02SLS-115
SIN,ZIHUATANEJO,02TCA-115
SIN,ZIHUATANEJO,02UNN-115
SIN,ZIHUATANEJO,02ZHD-115
SIN,ZIHUATANEJO,02ZIH-115
SIN,CAMPECHE,08AKI-115
SIN,CAMPECHE,08CAS-115
SIN,CAMPECHE,08CBU-115
SIN,CAMPECHE,08CKD-115
SIN,CAMPECHE,08CMO-115
SIN,CAMPECHE,08CYL-115
SIN,CAMPECHE,08ESA-115
SIN,CAMPECHE,08HCE-115
SIN,CAMPECHE,08HOP-115
SIN,CAMPECHE,08KAL-115
SIN,CAMPECHE,08LRA-115
SIN,CAMPECHE,08SAD-115
SIN,CAMPECHE,08SAM-115
SIN,CAMPECHE,08SBY-115
SIN,CAMPECHE,08SHC-115
SIN,CAMPECHE,08SLC-230
SIN,CAMPECHE,08XPU-115
SIN,CANCUN,08BNI-115
SIN,CANCUN,08BNP-115
SIN,CANCUN,08CEK-115
SIN,CANCUN,08CNC-115
SIN,CANCUN,08HAA-115
SIN,CANCUN,08HBK-115
SIN,CANCUN,08IXC-115
SIN,CANCUN,08KAB-115
SIN,CANCUN,08KEK-115
SIN,CANCUN,08KHN-115
SIN,CANCUN,08KUK-115
SIN,CANCUN,08MPA-115
SIN,CANCUN,08NCT-115
SIN,CANCUN,08NIH-115
SIN,CANCUN,08NIZ-115
SIN,CANCUN,08PJU-115
SIN,CANCUN,08PKP-115
SIN,CANCUN,08PMO-115
SIN,CANCUN,08PMU-115
SIN,CANCUN,08PSA-115
SIN,CANCUN,08YXE-115
SIN,CARMEN,08CNR-115
SIN,CARMEN,08CRE-115
SIN,CARMEN,08LTE-115
SIN,CARMEN,08PMR-115
SIN,CHETUMAL,08CTE-115
SIN,CHETUMAL,08INS-115
SIN,CHETUMAL,08LAC-115
SIN,CHETUMAL,08MHH-115
SIN,CHETUMAL,08PYU-115
SIN,CHETUMAL,08XUL-115
SIN,MERIDA,08ALO-115
SIN,MERIDA,08CBR-115
SIN,MERIDA,08CMY-115
SIN,MERIDA,08CNO-115
SIN,MERIDA,08HNC-115
SIN,MERIDA,08HOL-115
SIN,MERIDA,08IGN-115
SIN,MERIDA,08IZE-115
SIN,MERIDA,08IZI-115
SIN,MERIDA,08LEE-115
SIN,MERIDA,08MDA-115
SIN,MERIDA,08MDN-115
SIN,MERIDA,08MDP-230
SIN,MERIDA,08MEP-115
SIN,MERIDA,08MTO-115
SIN,MERIDA,08NCM-115
SIN,MERIDA,08NTE-115
SIN,MERIDA,08PPO-115
SIN,MERIDA,08PTE-115
SIN,MERIDA,08SUR-115
SIN,MERIDA,08UCU-115
SIN,MERIDA,08UMA-115
SIN,MOTUL TIZIMIN,08CEX-115
SIN,MOTUL TIZIMIN,08DZI-115
SIN,MOTUL TIZIMIN,08IZL-115
SIN,MOTUL TIZIMIN,08KOP-115
SIN,MOTUL TIZIMIN,08PPH-115
SIN,MOTUL TIZIMIN,08SAE-115
SIN,MOTUL TIZIMIN,08SDM-115
SIN,MOTUL TIZIMIN,08SUC-115
SIN,MOTUL TIZIMIN,08TXS-115
SIN,MOTUL TIZIMIN,08TZM-115
SIN,MOTUL TIZIMIN,08VAD-115
SIN,MOTUL TIZIMIN,08VAD-230
SIN,MOTUL TIZIMIN,08VDD-115
SIN,RIVIERA MAYA,08AKD-115
SIN,RIVIERA MAYA,08AUC-115
SIN,RIVIERA MAYA,08AVP-115
SIN,RIVIERA MAYA,08CHB-34.5
SIN,RIVIERA MAYA,08CHS-34.5
SIN,RIVIERA MAYA,08CLC-115
SIN,RIVIERA MAYA,08COZ-34.5
SIN,RIVIERA MAYA,08IBR-115
SIN,RIVIERA MAYA,08MYK-115
SIN,RIVIERA MAYA,08PCN-115
SIN,RIVIERA MAYA,08PLY-115
SIN,RIVIERA MAYA,08TUM-115
SIN,RIVIERA MAYA,08XLC-115
SIN,RIVIERA MAYA,08ZNE-115
SIN,TICUL,08KBL-115
SIN,TICUL,08MAX-115
SIN,TICUL,08TIU-115
SIN,TICUL,08TKD-115
SIN,TICUL,08TXM-115
