SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
SIN,OCCIDENTAL,IRAPUATO,03SCG-230,Salamanca Cogeneracion,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,BAJIO,CENTRAL,SALAMANCA,BAJIO,11,GUANAJUATO,27,SALAMANCA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03SFD-115,Santa Fe Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,17,IRAPUATO,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03SFT-115,Santa Fe III,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,37,SILAO DE LA VICTORIA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03SIL-115,Silao,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,37,SILAO DE LA VICTORIA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03SLM-115,Salamanca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,CENTRAL,SALAMANCA,BAJIO,11,GUANAJUATO,27,SALAMANCA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03SLM-230,Salamanca,230,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,BAJIO,CENTRAL,SALAMANCA,BAJIO,11,GUANAJUATO,27,SALAMANCA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03SLN-115,Salamanca Norte,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,CENTRAL,IRAPUATO,BAJIO,11,GUANAJUATO,27,SALAMANCA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03SPO-115,Salamanca Poniente,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,CENTRAL,IRAPUATO,BAJIO,11,GUANAJUATO,27,SALAMANCA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03SSU-115,Salamanca Sur,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,CENTRAL,IRAPUATO,BAJIO,11,GUANAJUATO,27,SALAMANCA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03TRJ-115,Trejo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,37,SILAO DE LA VICTORIA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03TYA-115,Tacubaya,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,17,IRAPUATO,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03USM-115,USM de Mexico,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,37,SILAO DE LA VICTORIA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03UVX-115,Univex,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,CENTRAL,IRAPUATO,BAJIO,11,GUANAJUATO,27,SALAMANCA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03VWS-115,VW Silao,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,37,SILAO DE LA VICTORIA,SALAMANCA
SIN,OCCIDENTAL,IRAPUATO,03VYN-115,Vynmsa,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,17,IRAPUATO,SALAMANCA
SIN,OCCIDENTAL,IXMIQUILPAN,03AUD-115,Acueducto Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,22,QUERETARO,4,CADEREYTA DE MONTES,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03BOQ-115,Boquilla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,22,QUERETARO,4,CADEREYTA DE MONTES,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03CMX-230,Cementos Mexicanos,230,Directamente Modelada,No Aplica,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,13,HIDALGO,30,IXMIQUILPAN,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03DAN-230,Dañu,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,13,HIDALGO,44,NOPALA DE VILLAGRAN,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03HCH-115,Huichapan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,13,HIDALGO,29,HUICHAPAN,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03HUM-115,Humedades,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,13,HIDALGO,30,IXMIQUILPAN,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03TCZ-115,Tecozautla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,13,HIDALGO,59,TECOZAUTLA,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03VIZ-115,Vizarron,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,22,QUERETARO,4,CADEREYTA DE MONTES,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03ZIM-115,Zimapan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,13,HIDALGO,84,ZIMAPAN,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03ZMN-115,Zimapan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,13,HIDALGO,84,ZIMAPAN,QUERETARO
SIN,OCCIDENTAL,IXMIQUILPAN,03ZMN-230,Zimapan,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,EL SAUZ,CENTRAL,IXMIQUILPAN,BAJIO,13,HIDALGO,84,ZIMAPAN,QUERETARO
SIN,OCCIDENTAL,JIQUILPAN,03JIQ-115,Jiquilpan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,JIQUILPAN,CENTRO OCCIDENTE,16,MICHOACAN DE OCAMPO,45,JIQUILPAN,CARAPAN
SIN,OCCIDENTAL,JIQUILPAN,03JOG-115,San Jose de Gracia,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,JIQUILPAN,CENTRO OCCIDENTE,16,MICHOACAN DE OCAMPO,45,JIQUILPAN,CARAPAN
SIN,OCCIDENTAL,JIQUILPAN,03SHY-115,Sahuayo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,JIQUILPAN,CENTRO OCCIDENTE,16,MICHOACAN DE OCAMPO,76,SAHUAYO,CARAPAN
SIN,OCCIDENTAL,JIQUILPAN,03VNC-115,Venustiano Carranza,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,JIQUILPAN,CENTRO OCCIDENTE,16,MICHOACAN DE OCAMPO,103,VENUSTIANO CARRANZA,CARAPAN
SIN,OCCIDENTAL,LEON,03AYA-115,Ayala,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03EGJ-115,El Granjeno,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03GJA-115,Gran Jardin,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03GOC-115,Cerro Gordo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03ICL-115,Industrial Colinas de Leon,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03INN-115,Inopack,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03JEM-115,Jesus del Monte,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,31,SAN FRANCISCO DEL RINCON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LGG-115,Lagos Galera,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,14,JALISCO,53,LAGOS DE MORENO,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LGS-115,Lagos de Moreno,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,14,JALISCO,53,LAGOS DE MORENO,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LJY-115,La Joya,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LNA-115,Leon Alfaro,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LNM-115,Leon Centro,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LNN-115,Leon Norte,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LNO-115,Leon Oriente,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LNP-115,Leon Poniente,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LNU-115,Leon uno,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LSA-115,Los Sauces,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,IRAPUATO,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LTL-115,Las Torres,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03LVR-115,La Virgen,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03MKI-115,Maniobras Kasai,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03MMH-115,Michelín Maniobras,115,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03MRA1115,La Mora,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03PAP1115,Parque Piel,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03RPI-115,Colinas del Rincon Parque Industrial,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,31,SAN FRANCISCO DEL RINCON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03RYM-115,Reyma,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03SCA-115,San Carlos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03SFQ-115,San Francisco del Rincon,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,31,SAN FRANCISCO DEL RINCON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03SPL-115,Sapal,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03SRQ-115,San Roque,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,31,SAN FRANCISCO DEL RINCON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03TER-115,Termofil,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,20,LEON,AGUASCALIENTES
SIN,OCCIDENTAL,LEON,03TOO-115,El Toro,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,BAJIO,OCCIDENTE,LEON,BAJIO,11,GUANAJUATO,25,PURISIMA DEL RINCON,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03BRC-115,La Barca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,18,LA BARCA,GUADALAJARA
SIN,OCCIDENTAL,LOS ALTOS,03CIA-115,Capilla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,78,SAN MIGUEL EL ALTO,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03CUV-115,La Cueva,115,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,73,SAN JUAN DE LOS LAGOS,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03JDL-115,San Juan de los Lagos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,73,SAN JUAN DE LOS LAGOS,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03JLT-115,Jalostotitlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,46,JALOSTOTITLAN,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03MIG-115,San Miguel,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,78,SAN MIGUEL EL ALTO,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03MXT-115,Mexticacan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,60,MEXTICACAN,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03TEO-115,Teocaltiche,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,91,TEOCALTICHE,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03TPT-115,Tepatitlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,93,TEPATITLAN DE MORELOS,AGUASCALIENTES
SIN,OCCIDENTAL,LOS ALTOS,03VGP-115,Valle de Guadalupe,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,ALTOS,JALISCO,14,JALISCO,111,VALLE DE GUADALUPE,AGUASCALIENTES
SIN,OCCIDENTAL,MANZANILLO,03AYL-115,Arrayanal,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,8,MINATITLAN,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03CDI-115,Colomos Distribucion,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,7,MANZANILLO,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03CHT-115,Cihuatlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,14,JALISCO,22,CIHUATLAN,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03CML-115,Chamela,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,14,JALISCO,43,LA HUERTA,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03FDP-115,Fondeport,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,7,MANZANILLO,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03LHT-115,La Huerta,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,14,JALISCO,43,LA HUERTA,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03MLQ-115,Melaque,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,14,JALISCO,22,CIHUATLAN,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03MNZ-230,Manzanillo,230,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,7,MANZANILLO,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03MNZ-400,Manzanillo,400,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,7,MANZANILLO,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03MRM-115,Miramar,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,7,MANZANILLO,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03MTC-115,Minatitlan Colima,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,8,MINATITLAN,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03SLH-115,Salahua,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,7,MANZANILLO,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03TAP-115,Tapeixtles,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,7,MANZANILLO,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03TCS-115,Tecomates,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,14,JALISCO,21,CASIMIRO CASTILLO,MANZANILLO
SIN,OCCIDENTAL,MANZANILLO,03TGM-115,Terminal de Gas Manzanillo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,MANZANILLO,CENTRO OCCIDENTE,6,COLIMA,7,MANZANILLO,MANZANILLO
SIN,OCCIDENTAL,MATEHUALA,03CAK-115,Charcas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,15,CHARCAS,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03CHK-115,Charcas Potencia,115,No Aplica,No Aplica,Directamente Modelada,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,15,CHARCAS,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03CMZ-115,Cementos Moctezuma,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,8,CERRITOS,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03GDL-115,Guadalcazar,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,17,GUADALCAZAR,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03IMM-115,Immsa,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,15,CHARCAS,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03MHR-115,Matehuala Sur,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,20,MATEHUALA,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03MHS-115,Matehuala Subestacion,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,20,MATEHUALA,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03MLP-115,Mina la Paz,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,49,VILLA DE RAMOS,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03MZM-115,Moctezuma,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,22,MOCTEZUMA,SAN LUIS POTOSI
SIN,OCCIDENTAL,MATEHUALA,03VAR-115,Valle Arista,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,CENTRO NORTE,OCCIDENTE,MATEHUALA,GOLFO CENTRO,24,SAN LUIS POTOSI,56,VILLA DE ARISTA,SAN LUIS POTOSI
SIN,OCCIDENTAL,MINAS,03AMK-115,Ameca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,MINAS,JALISCO,14,JALISCO,6,AMECA,GUADALAJARA
SIN,OCCIDENTAL,MINAS,03AMT-69,Amatitan,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,MINAS,JALISCO,14,JALISCO,5,AMATITAN,GUADALAJARA
SIN,OCCIDENTAL,MINAS,03AUT-115,Autlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,COSTA,JALISCO,14,JALISCO,15,AUTLAN DE NAVARRO,QUERETARO
SIN,OCCIDENTAL,MINAS,03ELT-69,Tala Electric,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,MINAS,JALISCO,14,JALISCO,83,TALA,GUADALAJARA
SIN,OCCIDENTAL,MINAS,03ETA-115,Estancita,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,MINAS,JALISCO,14,JALISCO,36,ETZATLAN,GUADALAJARA
SIN,OCCIDENTAL,MINAS,03GRU-115,El Grullo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,COSTA,JALISCO,14,JALISCO,37,EL GRULLO,MANZANILLO
SIN,OCCIDENTAL,MINAS,03GVA-115,Guevara,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,MINAS,JALISCO,14,JALISCO,55,MAGDALENA,GUADALAJARA
SIN,OCCIDENTAL,MINAS,03LVG-69,La Vega,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,JALISCO NAYARIT,OCCIDENTE,MINAS,JALISCO,14,JALISCO,77,SAN MARTIN HIDALGO,GUADALAJARA
