SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
BCA,BAJA CALIFORNIA,TIJUANA,07SHA-115,Sharp,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,4,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07SIO-69,Seminario,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,4,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TCD-69,Tecate Dos,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,3,TECATE,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TCT-69,Tecate,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,3,TECATE,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TCU-69,Tecate Uno,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,3,TECATE,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TEE-69,Tecolote,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,4,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TJD-69,Subestacion Tijuana,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,4,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TJI-69,Tijuana Uno,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,4,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TOY-230,Toyota,230,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,3,TECATE,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07UND-69,Universidad,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,4,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07VAS-69,P. I. Valle Sur,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,4,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07VIG-69,Carga particular en linea de transmision HMO-63240-INA,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,4,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07VPM-69,Valle de Palmas,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2,BAJA CALIFORNIA,3,TECATE,TIJUANA
BCA,No Aplica,No Aplica,07IVY-230,Imperial Valley,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
BCA,No Aplica,No Aplica,07OMS-230,Otay Mesa,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07DOM-115,Santo Domingo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,1,COMONDU,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07GAO-115,Central Termica Gral. Agustin Olachea,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,1,COMONDU,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07INS-115,Insurgentes,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,1,COMONDU,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07LAP-115,Las Pilas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,1,COMONDU,LA PAZ
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07LRO-115,Loreto,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,9,LORETO,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07PES-115,Puerto Escondido,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,9,LORETO,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07VIO-115,Villa Constitucion,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,Indirectamente Modelada,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,1,COMONDU,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,LA PAZ,07BLE-115,Bledales,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07CAR-115,Camino Real,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA ,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07COR-230,Coromuel,230,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07ETR-115,El Triunfo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07LPZ-115,La Paz,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07OLA-115,Olas Altas,115,No Aplica,No Aplica,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA ,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07PAA-115,Palmira,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07PUP-115,Punta Prieta,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07RCO-115,El Recreo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07RFO-115,Rofomex,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,3,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07ASJ-115,Aeropuerto San Jose del Cabo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CAB-115,Cabo  Bello,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CAD-115,Cabo San Lucas Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CAF-115,Cabo Falso,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CAS-115,Cabo del Sol,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CRE-115,Cabo Real,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07DLC-115,Desaladora Los Cabos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07MOR-115,Monte Real,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07PML-115,Palmilla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07SJC-115,San Jose del Cabo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07SNT-115,Santiago,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07TCB-115,Turbogas Los Cabos,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3,BAJA CALIFORNIA SUR,8,LOS CABOS,LOS CABOS
SIN,CENTRAL,CENTRO ORIENTE,01AAN-85,Actopan,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,3,ACTOPAN,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01ACS-230,Aceros Corsa,230,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,15,MEXICO,104,TLALNEPANTLA DE BAZ,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01ANL-85,Atotonilco,85,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,13,ATOTONILCO DE TULA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01ARX-230,Armex,230,Directamente Modelada,No Aplica,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,15,MEXICO,121,CUAUTITLAN IZCALLI,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01CCZ-230,Cementera Cruz Azul,230,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,55,SANTIAGO DE ANAYA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01CEA-85,Cementos Apaxco,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,15,MEXICO,10,APAXCO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01CFZ-85,Cementos Fortaleza,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,55,SANTIAGO DE ANAYA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01CRM-85,Carmen,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21,PUEBLA,8,AHUAZOTEPEC,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01DCA-85,Dos Carlos,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,51,MINERAL DE LA REFORMA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01IRO-230,Irolo,230,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,13,HIDALGO,61,TEPEAPULCO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01JAS-85,Jasso,85,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,76,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01JRB-230,Jorobas,230,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,76,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01JUA-85,Juando,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,65,TETEPANGO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01LFG-230,Lafarge,230,Directamente Modelada,No Aplica,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,13,ATOTONILCO DE TULA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01NEC-85,Necaxa,85,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21,PUEBLA,71,HUAUCHINANGO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01OTM-230,Otumba Maniobras,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,PACHUCA,CENTRAL,CENTRO ORIENTE,CENTRO ORIENTE,15,MEXICO,65,OTUMBA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PAC-85,Pachuca,85,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,48,PACHUCA DE SOTO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PIR-85,Parque Industrial Reforma,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,51,MINERAL DE LA REFORMA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PQI-115,Parque Industrial,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,63,TEPEJI DEL RIO DE OCAMPO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PTL-85,Patla,85,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21,PUEBLA,91,JUAN GALINDO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PYG-230,Procter and Gamble,230,Directamente Modelada,No Aplica,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,76,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01RAT-230,Planta de Aguas Residuales Atotonilco,230,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,63,TEPEJI DEL RIO DE OCAMPO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01SAO-85,Salto,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21,PUEBLA,91,JUAN GALINDO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01STU-115,Santiago Tlautla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,63,TEPEJI DEL RIO DE OCAMPO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TCC-230,Tula Ciclo Combinado,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,METROPOLITANA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,76,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TEP-85,Tepexic,85,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21,PUEBLA,91,JUAN GALINDO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TIZ-230,Tizayuca,230,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13,HIDALGO,69,TIZAYUCA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TLG-85,Tulancingo,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,13,HIDALGO,77,TULANCINGO DE BRAVO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TLT-85,Tolteca,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,76,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TUL-230,Tula,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,METROPOLITANA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,76,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TUL-400,Tula,400,No Aplica,No Aplica,Directamente Modelada,No Aplica,METROPOLITANA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,76,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01VIT-85,Vito,85,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13,HIDALGO,13,ATOTONILCO DE TULA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01VTU-85,Valle Tulancingo,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,13,HIDALGO,77,TULANCINGO DE BRAVO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01AIN-115,Atlacomulco Industrial,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ATLACOMULCO,CENTRO SUR,15,MEXICO,14,ATLACOMULCO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ANM-115,Agustin Millan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,110,VALLE DE BRAVO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ANU-115,Arcelia Nueva,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ALTAMIRANO,CENTRO SUR,12,GUERRERO,7,ARCELIA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ANU-69,Arcelia Nueva,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ALTAMIRANO,CENTRO SUR,12,GUERRERO,7,ARCELIA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ATM-115,Altamirano Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ALTAMIRANO,CENTRO SUR,12,GUERRERO,50,PUNGARABATO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ATU-115,Atlacomulco Mexico,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ATLACOMULCO,CENTRO SUR,15,MEXICO,14,ATLACOMULCO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01AUO-115,Aculco,115,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,TOLUCA,CENTRAL,ATLACOMULCO,CENTRO SUR,15,MEXICO,3,ACULCO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01AVA-115,Avandaro,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,110,VALLE DE BRAVO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01BBR-115,Santa Barbara,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,78,SANTO TOMAS,CENTRAL
SIN,CENTRAL,CENTRO SUR,01CCM-115,Cerro del Campo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,8,AMATEPEC,CENTRAL
SIN,CENTRAL,CENTRO SUR,01CMO-115,Campo Morado,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ALTAMIRANO,CENTRO SUR,12,GUERRERO,7,ARCELIA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01COM-115,Comalco,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ATLACOMULCO,CENTRO SUR,15,MEXICO,87,TEMOAYA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01CSN-115,Canchesda Nueva,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ATLACOMULCO,CENTRO SUR,15,MEXICO,85,TEMASCALCINGO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01DOG-115,Donato Guerra,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,CENTRO SUR,CENTRO SUR,15,MEXICO,32,DONATO GUERRA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ECB-115,Subestacion Cuatro Bombeo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,32,DONATO GUERRA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01EDB-115,Subestacion Dos Bombeo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,32,DONATO GUERRA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ELG-115,El Gallo,115,No Aplica,No Aplica,Directamente Modelada,No Aplica,TOLUCA,CENTRAL,ALTAMIRANO,CENTRO SUR,12,GUERRERO,27,CUTZAMALA DE PINZON,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ENB-115,Subestacion Cinco Bombeo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,114,VILLA VICTORIA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ESB-115,Subestacion Seis Bombeo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,112,VILLA DEL CARBON,CENTRAL
SIN,CENTRAL,CENTRO SUR,01ETB-115,Subestacion Tres Bombeo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,32,DONATO GUERRA,CENTRAL
SIN,CENTRAL,CENTRO SUR,01EUB-115,Subestacion Uno Bombeo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,VALLE DE BRAVO,CENTRO SUR,15,MEXICO,110,VALLE DE BRAVO,CENTRAL
SIN,CENTRAL,CENTRO SUR,01FPG-115,San Felipe del Progreso,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,ATLACOMULCO,CENTRO SUR,15,MEXICO,74,SAN FELIPE DEL PROGRESO,CENTRAL
